date,store_id,product_category,price,promotion_active,holiday_flag,demand
2022-07-09,Store_A,Beverages,11.39,0,0,101
2022-07-10,Store_A,Beverages,11.52,0,0,94
2022-07-11,Store_A,Beverages,11.96,0,0,97
2022-07-12,Store_A,Beverages,12.52,0,0,79
2022-07-13,Store_A,Beverages,11.55,0,0,69
2022-07-14,Store_A,Beverages,11.68,1,0,80
2022-07-15,Store_A,Beverages,11.41,1,0,82
2022-07-16,Store_A,Beverages,13.6,0,0,86
2022-07-17,Store_A,Beverages,12.57,0,0,85
2022-07-18,Store_A,Beverages,10.92,0,0,89
2022-07-19,Store_A,Beverages,11.14,0,0,77
2022-07-20,Store_A,Beverages,12.33,0,0,57
2022-07-21,Store_A,Beverages,12.62,0,0,29
2022-07-22,Store_A,Beverages,13.42,0,0,34
2022-07-23,Store_A,Beverages,11.42,0,0,85
2022-07-24,Store_A,Beverages,12.73,1,0,111
2022-07-25,Store_A,Beverages,12.68,0,0,69
2022-07-26,Store_A,Beverages,13.0,0,0,70
2022-07-27,Store_A,Beverages,11.22,0,0,59
2022-07-28,Store_A,Beverages,11.25,0,0,67
2022-07-29,Store_A,Beverages,12.38,0,0,61
2022-07-30,Store_A,Beverages,11.34,0,0,87
2022-07-31,Store_A,Beverages,12.22,0,0,100
2022-08-01,Store_A,Beverages,11.16,0,0,86
2022-08-02,Store_A,Beverages,12.72,0,0,67
2022-08-03,Store_A,Beverages,12.57,0,0,69
2022-08-04,Store_A,Beverages,11.8,0,0,66
2022-08-05,Store_A,Beverages,11.04,0,0,83
2022-08-06,Store_A,Beverages,11.71,0,0,110
2022-08-07,Store_A,Beverages,12.51,1,0,116
2022-08-08,Store_A,Beverages,12.81,0,0,102
2022-08-09,Store_A,Beverages,13.05,0,0,95
2022-08-10,Store_A,Beverages,11.12,0,0,57
2022-08-11,Store_A,Beverages,11.91,0,0,76
2022-08-12,Store_A,Beverages,13.2,0,0,47
2022-08-13,Store_A,Beverages,12.03,1,0,124
2022-08-14,Store_A,Beverages,11.49,0,0,110
2022-08-15,Store_A,Beverages,12.71,0,0,86
2022-08-16,Store_A,Beverages,11.98,0,0,73
2022-08-17,Store_A,Beverages,10.43,0,0,75
2022-08-18,Store_A,Beverages,12.25,1,0,66
2022-08-19,Store_A,Beverages,11.77,0,0,67
2022-08-20,Store_A,Beverages,12.96,0,0,72
2022-08-21,Store_A,Beverages,11.91,0,0,85
2022-08-22,Store_A,Beverages,12.6,0,0,61
2022-08-23,Store_A,Beverages,13.0,1,0,99
2022-08-24,Store_A,Beverages,10.95,0,0,62
2022-08-25,Store_A,Beverages,11.52,1,0,87
2022-08-26,Store_A,Beverages,12.3,0,0,54
2022-08-27,Store_A,Beverages,11.42,0,0,81
2022-08-28,Store_A,Beverages,12.1,1,0,125
2022-08-29,Store_A,Beverages,12.36,0,0,98
2022-08-30,Store_A,Beverages,12.28,0,0,81
2022-08-31,Store_A,Beverages,10.82,0,0,86
2022-09-01,Store_A,Beverages,12.42,1,0,82
2022-09-02,Store_A,Beverages,11.9,1,0,62
2022-09-03,Store_A,Beverages,11.49,1,0,112
2022-09-04,Store_A,Beverages,12.41,0,0,100
2022-09-05,Store_A,Beverages,12.87,0,0,83
2022-09-06,Store_A,Beverages,12.82,0,0,81
2022-09-07,Store_A,Beverages,10.53,0,0,91
2022-09-08,Store_A,Beverages,11.07,0,0,77
2022-09-09,Store_A,Beverages,11.95,1,0,85
2022-09-10,Store_A,Beverages,12.47,0,0,90
2022-09-11,Store_A,Beverages,13.08,1,0,124
2022-09-12,Store_A,Beverages,12.98,0,0,79
2022-09-13,Store_A,Beverages,11.15,0,0,75
2022-09-14,Store_A,Beverages,12.39,0,0,71
2022-09-15,Store_A,Beverages,12.53,0,0,52
2022-09-16,Store_A,Beverages,11.45,0,0,60
2022-09-17,Store_A,Beverages,12.1,0,0,103
2022-09-18,Store_A,Beverages,12.99,0,0,98
2022-09-19,Store_A,Beverages,12.3,0,0,85
2022-09-20,Store_A,Beverages,11.45,0,0,99
2022-09-21,Store_A,Beverages,11.72,1,0,81
2022-09-22,Store_A,Beverages,12.1,0,0,52
2022-09-23,Store_A,Beverages,13.02,0,0,64
2022-09-24,Store_A,Beverages,11.49,0,0,82
2022-09-25,Store_A,Beverages,12.3,0,0,92
2022-09-26,Store_A,Beverages,11.55,1,0,109
2022-09-27,Store_A,Beverages,11.22,0,0,93
2022-09-28,Store_A,Beverages,11.07,0,0,78
2022-09-29,Store_A,Beverages,13.3,0,0,67
2022-09-30,Store_A,Beverages,13.66,1,0,74
2022-10-01,Store_A,Beverages,11.84,0,0,90
2022-10-02,Store_A,Beverages,12.81,1,0,126
2022-10-03,Store_A,Beverages,11.65,0,0,121
2022-10-04,Store_A,Beverages,11.53,1,0,110
2022-10-05,Store_A,Beverages,11.94,0,0,75
2022-10-06,Store_A,Beverages,11.65,0,0,68
2022-10-07,Store_A,Beverages,11.86,0,0,71
2022-10-08,Store_A,Beverages,12.5,0,0,107
2022-10-09,Store_A,Beverages,12.34,0,0,99
2022-10-10,Store_A,Beverages,12.26,1,0,95
2022-10-11,Store_A,Beverages,12.93,0,0,78
2022-10-12,Store_A,Beverages,12.0,0,0,68
2022-10-13,Store_A,Beverages,11.97,0,0,59
2022-10-14,Store_A,Beverages,12.47,0,0,60
2022-10-15,Store_A,Beverages,11.49,0,0,85
2022-10-16,Store_A,Beverages,11.76,1,0,130
2022-10-17,Store_A,Beverages,11.85,0,0,65
2022-10-18,Store_A,Beverages,11.76,1,0,100
2022-10-19,Store_A,Beverages,11.57,1,0,87
2022-10-20,Store_A,Beverages,11.54,0,0,65
2022-10-21,Store_A,Beverages,12.33,0,0,53
2022-10-22,Store_A,Beverages,13.07,0,0,78
2022-10-23,Store_A,Beverages,13.48,1,0,99
2022-10-24,Store_A,Beverages,12.67,0,0,78
2022-10-25,Store_A,Beverages,12.47,0,0,75
2022-10-26,Store_A,Beverages,11.46,0,0,54
2022-10-27,Store_A,Beverages,12.21,0,0,50
2022-10-28,Store_A,Beverages,11.16,0,0,52
2022-10-29,Store_A,Beverages,13.0,0,0,90
2022-10-30,Store_A,Beverages,11.13,0,0,123
2022-10-31,Store_A,Beverages,11.97,0,0,90
2022-11-01,Store_A,Beverages,11.19,0,0,87
2022-11-02,Store_A,Beverages,11.95,0,0,76
2022-11-03,Store_A,Beverages,12.67,1,0,86
2022-11-04,Store_A,Beverages,12.13,0,0,75
2022-11-05,Store_A,Beverages,12.39,0,0,102
2022-11-06,Store_A,Beverages,11.57,1,0,137
2022-11-07,Store_A,Beverages,10.76,0,0,95
2022-11-08,Store_A,Beverages,11.66,0,0,81
2022-11-09,Store_A,Beverages,12.88,1,0,98
2022-11-10,Store_A,Beverages,11.09,1,0,95
2022-11-11,Store_A,Beverages,12.94,0,0,63
2022-11-12,Store_A,Beverages,11.85,1,0,113
2022-11-13,Store_A,Beverages,12.33,0,0,96
2022-11-14,Store_A,Beverages,12.78,0,0,78
2022-11-15,Store_A,Beverages,12.25,0,0,83
2022-11-16,Store_A,Beverages,12.23,0,0,71
2022-11-17,Store_A,Beverages,11.58,0,0,44
2022-11-18,Store_A,Beverages,11.7,0,0,52
2022-11-19,Store_A,Beverages,11.71,0,0,78
2022-11-20,Store_A,Beverages,11.78,1,1,153
2022-11-21,Store_A,Beverages,11.25,0,1,118
2022-11-22,Store_A,Beverages,11.81,0,1,111
2022-11-23,Store_A,Beverages,12.11,0,1,99
2022-11-24,Store_A,Beverages,12.14,0,1,88
2022-11-25,Store_A,Beverages,12.14,0,1,83
2022-11-26,Store_A,Beverages,12.18,0,1,132
2022-11-27,Store_A,Beverages,11.22,1,1,160
2022-11-28,Store_A,Beverages,11.23,1,1,161
2022-11-29,Store_A,Beverages,13.2,0,1,118
2022-11-30,Store_A,Beverages,11.26,0,1,111
2022-12-01,Store_A,Beverages,13.03,1,0,103
2022-12-02,Store_A,Beverages,10.43,0,0,80
2022-12-03,Store_A,Beverages,12.06,0,0,100
2022-12-04,Store_A,Beverages,11.3,0,0,122
2022-12-05,Store_A,Beverages,11.68,0,0,102
2022-12-06,Store_A,Beverages,12.53,0,0,87
2022-12-07,Store_A,Beverages,10.76,0,0,86
2022-12-08,Store_A,Beverages,11.17,0,0,66
2022-12-09,Store_A,Beverages,12.51,1,0,88
2022-12-10,Store_A,Beverages,11.78,0,0,95
2022-12-11,Store_A,Beverages,12.59,0,0,118
2022-12-12,Store_A,Beverages,12.38,1,0,110
2022-12-13,Store_A,Beverages,12.28,0,0,93
2022-12-14,Store_A,Beverages,11.85,0,0,60
2022-12-15,Store_A,Beverages,12.62,0,0,52
2022-12-16,Store_A,Beverages,12.62,0,0,67
2022-12-17,Store_A,Beverages,11.9,1,0,100
2022-12-18,Store_A,Beverages,12.03,1,0,121
2022-12-19,Store_A,Beverages,11.75,0,0,69
2022-12-20,Store_A,Beverages,11.7,1,1,127
2022-12-21,Store_A,Beverages,12.49,0,1,91
2022-12-22,Store_A,Beverages,12.22,0,1,87
2022-12-23,Store_A,Beverages,11.55,0,1,101
2022-12-24,Store_A,Beverages,11.24,0,1,123
2022-12-25,Store_A,Beverages,12.01,0,1,130
2022-12-26,Store_A,Beverages,12.11,0,1,135
2022-12-27,Store_A,Beverages,11.42,1,1,135
2022-12-28,Store_A,Beverages,10.65,0,1,108
2022-12-29,Store_A,Beverages,11.54,0,1,119
2022-12-30,Store_A,Beverages,12.06,1,1,135
2022-12-31,Store_A,Beverages,10.82,0,1,142
2023-01-01,Store_A,Beverages,11.58,1,0,146
2023-01-02,Store_A,Beverages,11.99,0,0,99
2023-01-03,Store_A,Beverages,13.36,0,0,79
2023-01-04,Store_A,Beverages,12.71,1,0,99
2023-01-05,Store_A,Beverages,11.66,0,0,82
2023-01-06,Store_A,Beverages,13.12,0,0,83
2023-01-07,Store_A,Beverages,12.24,0,0,104
2023-01-08,Store_A,Beverages,12.23,0,0,94
2023-01-09,Store_A,Beverages,11.37,0,0,91
2023-01-10,Store_A,Beverages,12.11,0,0,90
2023-01-11,Store_A,Beverages,11.99,0,0,74
2023-01-12,Store_A,Beverages,11.38,0,0,59
2023-01-13,Store_A,Beverages,11.62,0,0,62
2023-01-14,Store_A,Beverages,11.39,0,0,87
2023-01-15,Store_A,Beverages,12.85,0,0,89
2023-01-16,Store_A,Beverages,11.92,1,0,97
2023-01-17,Store_A,Beverages,11.48,0,0,71
2023-01-18,Store_A,Beverages,12.03,0,0,50
2023-01-19,Store_A,Beverages,12.28,0,0,66
2023-01-20,Store_A,Beverages,11.98,0,0,63
2023-01-21,Store_A,Beverages,12.78,0,0,66
2023-01-22,Store_A,Beverages,11.33,0,0,102
2023-01-23,Store_A,Beverages,11.91,1,0,104
2023-01-24,Store_A,Beverages,11.59,1,0,103
2023-01-25,Store_A,Beverages,11.38,0,0,60
2023-01-26,Store_A,Beverages,11.65,0,0,54
2023-01-27,Store_A,Beverages,11.9,0,0,61
2023-01-28,Store_A,Beverages,12.57,1,0,141
2023-01-29,Store_A,Beverages,12.89,0,0,95
2023-01-30,Store_A,Beverages,11.98,1,0,122
2023-01-31,Store_A,Beverages,12.54,0,0,92
2023-02-01,Store_A,Beverages,12.18,0,0,74
2023-02-02,Store_A,Beverages,12.0,0,0,69
2023-02-03,Store_A,Beverages,11.18,0,0,75
2023-02-04,Store_A,Beverages,12.02,0,0,100
2023-02-05,Store_A,Beverages,11.0,0,0,108
2023-02-06,Store_A,Beverages,11.86,0,0,92
2023-02-07,Store_A,Beverages,12.1,0,0,95
2023-02-08,Store_A,Beverages,11.41,0,0,77
2023-02-09,Store_A,Beverages,12.29,0,0,60
2023-02-10,Store_A,Beverages,11.45,0,0,67
2023-02-11,Store_A,Beverages,11.96,0,0,96
2023-02-12,Store_A,Beverages,11.9,1,0,120
2023-02-13,Store_A,Beverages,11.56,0,0,92
2023-02-14,Store_A,Beverages,11.97,1,0,101
2023-02-15,Store_A,Beverages,11.83,0,0,53
2023-02-16,Store_A,Beverages,13.43,0,0,52
2023-02-17,Store_A,Beverages,12.14,0,0,48
2023-02-18,Store_A,Beverages,13.05,0,0,87
2023-02-19,Store_A,Beverages,10.73,0,0,102
2023-02-20,Store_A,Beverages,13.11,0,0,79
2023-02-21,Store_A,Beverages,12.37,0,0,85
2023-02-22,Store_A,Beverages,11.55,0,0,72
2023-02-23,Store_A,Beverages,11.84,0,0,68
2023-02-24,Store_A,Beverages,12.42,0,0,73
2023-02-25,Store_A,Beverages,11.48,0,0,103
2023-02-26,Store_A,Beverages,12.55,0,0,101
2023-02-27,Store_A,Beverages,12.13,0,0,120
2023-02-28,Store_A,Beverages,11.95,0,0,101
2023-03-01,Store_A,Beverages,12.11,0,0,93
2023-03-02,Store_A,Beverages,12.33,0,0,67
2023-03-03,Store_A,Beverages,12.19,0,0,70
2023-03-04,Store_A,Beverages,12.87,0,0,94
2023-03-05,Store_A,Beverages,11.82,0,0,120
2023-03-06,Store_A,Beverages,11.21,0,0,89
2023-03-07,Store_A,Beverages,11.7,1,0,116
2023-03-08,Store_A,Beverages,11.67,0,0,89
2023-03-09,Store_A,Beverages,12.34,0,0,76
2023-03-10,Store_A,Beverages,10.93,0,0,69
2023-03-11,Store_A,Beverages,10.97,0,0,93
2023-03-12,Store_A,Beverages,11.3,1,0,139
2023-03-13,Store_A,Beverages,10.26,0,0,102
2023-03-14,Store_A,Beverages,11.84,1,0,115
2023-03-15,Store_A,Beverages,11.8,0,0,62
2023-03-16,Store_A,Beverages,12.39,0,0,64
2023-03-17,Store_A,Beverages,13.34,0,0,55
2023-03-18,Store_A,Beverages,12.1,1,0,124
2023-03-19,Store_A,Beverages,11.5,0,0,101
2023-03-20,Store_A,Beverages,12.55,0,0,76
2023-03-21,Store_A,Beverages,14.12,0,0,75
2023-03-22,Store_A,Beverages,12.22,1,0,91
2023-03-23,Store_A,Beverages,12.29,0,0,58
2023-03-24,Store_A,Beverages,13.06,1,0,77
2023-03-25,Store_A,Beverages,12.15,0,0,93
2023-03-26,Store_A,Beverages,11.78,0,0,92
2023-03-27,Store_A,Beverages,12.19,0,0,97
2023-03-28,Store_A,Beverages,11.99,0,0,99
2023-03-29,Store_A,Beverages,13.57,0,0,62
2023-03-30,Store_A,Beverages,11.81,0,0,63
2023-03-31,Store_A,Beverages,11.99,0,0,62
2023-04-01,Store_A,Beverages,12.47,1,0,117
2023-04-02,Store_A,Beverages,10.92,0,0,117
2023-04-03,Store_A,Beverages,11.35,0,0,99
2023-04-04,Store_A,Beverages,12.17,0,0,84
2023-04-05,Store_A,Beverages,11.43,1,0,93
2023-04-06,Store_A,Beverages,12.21,1,0,97
2023-04-07,Store_A,Beverages,12.67,0,0,79
2023-04-08,Store_A,Beverages,11.69,0,0,111
2023-04-09,Store_A,Beverages,12.71,0,0,121
2023-04-10,Store_A,Beverages,11.97,0,0,96
2023-04-11,Store_A,Beverages,12.54,0,0,76
2023-04-12,Store_A,Beverages,11.51,0,0,71
2023-04-13,Store_A,Beverages,12.55,0,0,61
2023-04-14,Store_A,Beverages,12.64,0,0,54
2023-04-15,Store_A,Beverages,13.06,1,0,108
2023-04-16,Store_A,Beverages,11.39,0,0,108
2023-04-17,Store_A,Beverages,12.15,0,0,99
2023-04-18,Store_A,Beverages,11.7,0,0,82
2023-04-19,Store_A,Beverages,11.24,0,0,54
2023-04-20,Store_A,Beverages,11.64,0,0,55
2023-04-21,Store_A,Beverages,13.03,0,0,61
2023-04-22,Store_A,Beverages,12.45,0,0,83
2023-04-23,Store_A,Beverages,12.08,0,0,110
2023-04-24,Store_A,Beverages,12.25,0,0,89
2023-04-25,Store_A,Beverages,12.22,0,0,79
2023-04-26,Store_A,Beverages,11.74,0,0,78
2023-04-27,Store_A,Beverages,10.97,0,0,56
2023-04-28,Store_A,Beverages,11.67,0,0,75
2023-04-29,Store_A,Beverages,12.33,0,0,105
2023-04-30,Store_A,Beverages,13.0,0,0,116
2023-05-01,Store_A,Beverages,12.19,0,0,101
2023-05-02,Store_A,Beverages,11.96,0,0,97
2023-05-03,Store_A,Beverages,11.73,0,0,100
2023-05-04,Store_A,Beverages,11.67,0,0,81
2023-05-05,Store_A,Beverages,11.69,0,0,68
2023-05-06,Store_A,Beverages,11.3,0,0,93
2023-05-07,Store_A,Beverages,12.46,0,0,113
2023-05-08,Store_A,Beverages,10.76,0,0,93
2023-05-09,Store_A,Beverages,12.61,0,0,87
2023-05-10,Store_A,Beverages,11.19,0,0,95
2023-05-11,Store_A,Beverages,10.93,1,0,89
2023-05-12,Store_A,Beverages,12.11,0,0,57
2023-05-13,Store_A,Beverages,11.5,0,0,101
2023-05-14,Store_A,Beverages,11.82,0,0,120
2023-05-15,Store_A,Beverages,11.91,0,0,96
2023-05-16,Store_A,Beverages,13.23,0,0,73
2023-05-17,Store_A,Beverages,11.34,0,0,60
2023-05-18,Store_A,Beverages,11.29,0,0,76
2023-05-19,Store_A,Beverages,11.97,0,0,67
2023-05-20,Store_A,Beverages,12.71,0,0,77
2023-05-21,Store_A,Beverages,12.12,0,0,104
2023-05-22,Store_A,Beverages,12.54,0,0,80
2023-05-23,Store_A,Beverages,12.03,0,0,69
2023-05-24,Store_A,Beverages,11.83,0,0,92
2023-05-25,Store_A,Beverages,11.53,0,0,60
2023-05-26,Store_A,Beverages,9.68,0,0,77
2023-05-27,Store_A,Beverages,11.91,0,0,108
2023-05-28,Store_A,Beverages,12.36,0,0,107
2023-05-29,Store_A,Beverages,12.84,0,0,98
2023-05-30,Store_A,Beverages,12.83,0,0,100
2023-05-31,Store_A,Beverages,11.4,0,0,78
